identifier,name,legality,keywords,text,rarity,image,pitch value,life,intellect,attack,defense,cost,stats,id,language,flavour,set,finish,edition,sku,number,set.id,set.name,set.released,set.browseable,set.draftable,set.0
herald-of-tenacity-yellow,Herald of Tenacity,[],"['light', 'illusionist', 'action', 'attack']","**Dominate** *(The defending hero can't defend Herald of Tenacity with more than 1 card from their hand.)*

If Herald of Tenacity hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Herald of Tenacity is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Herald of Tenacity and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON024.png?w=400&fit=clip&auto=compress,format",2.0,,,5.0,3.0,2.0,,3067,en,,Monarch Unlimited,Rainbow foil,{},U-MON024-RF,024,mon,Monarch,2021-05-07,True,True,
herald-of-tenacity-yellow,Herald of Tenacity,[],"['light', 'illusionist', 'action', 'attack']","**Dominate** *(The defending hero can't defend Herald of Tenacity with more than 1 card from their hand.)*

If Herald of Tenacity hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Herald of Tenacity is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Herald of Tenacity and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON024.png?w=400&fit=clip&auto=compress,format",2.0,,,5.0,3.0,2.0,,13794,en,,Dusk Till Dawn,Regular,{},DTD024,024,dtd,Dusk till Dawn,2023-07-14,True,,
herald-of-tenacity-yellow,Herald of Tenacity,[],"['light', 'illusionist', 'action', 'attack']","**Dominate** *(The defending hero can't defend Herald of Tenacity with more than 1 card from their hand.)*

If Herald of Tenacity hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Herald of Tenacity is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Herald of Tenacity and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON024.png?w=400&fit=clip&auto=compress,format",2.0,,,5.0,3.0,2.0,,14280,en,,Promo,Extended Art Rainbow Foil,{},LGS174,174,lgs,Local Game Store Promos,,,,browseable => false
herald-of-tenacity-blue,Herald of Tenacity,[],"['light', 'illusionist', 'action', 'attack']","**Dominate** *(The defending hero can't defend Herald of Tenacity with more than 1 card from their hand.)*

If Herald of Tenacity hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Herald of Tenacity is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Herald of Tenacity and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON025.png?w=400&fit=clip&auto=compress,format",3.0,,,4.0,3.0,2.0,,2309,en,,Monarch,Regular,{},MON025,025,mon,Monarch,2021-05-07,True,True,
herald-of-tenacity-blue,Herald of Tenacity,[],"['light', 'illusionist', 'action', 'attack']","**Dominate** *(The defending hero can't defend Herald of Tenacity with more than 1 card from their hand.)*

If Herald of Tenacity hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Herald of Tenacity is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Herald of Tenacity and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON025.png?w=400&fit=clip&auto=compress,format",3.0,,,4.0,3.0,2.0,,2310,en,,Monarch,Rainbow foil,{},MON025-RF,025,mon,Monarch,2021-05-07,True,True,
herald-of-tenacity-blue,Herald of Tenacity,[],"['light', 'illusionist', 'action', 'attack']","**Dominate** *(The defending hero can't defend Herald of Tenacity with more than 1 card from their hand.)*

If Herald of Tenacity hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Herald of Tenacity is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Herald of Tenacity and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON025.png?w=400&fit=clip&auto=compress,format",3.0,,,4.0,3.0,2.0,,2874,en,,Monarch Blitz Deck - Prism,Regular,{},PSM019,019,psm,Prism Hero Deck,2021-05-07,False,,
herald-of-tenacity-blue,Herald of Tenacity,[],"['light', 'illusionist', 'action', 'attack']","**Dominate** *(The defending hero can't defend Herald of Tenacity with more than 1 card from their hand.)*

If Herald of Tenacity hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Herald of Tenacity is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Herald of Tenacity and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON025.png?w=400&fit=clip&auto=compress,format",3.0,,,4.0,3.0,2.0,,3068,en,,Monarch Unlimited,Regular,{},U-MON025,025,mon,Monarch,2021-05-07,True,True,
herald-of-tenacity-blue,Herald of Tenacity,[],"['light', 'illusionist', 'action', 'attack']","**Dominate** *(The defending hero can't defend Herald of Tenacity with more than 1 card from their hand.)*

If Herald of Tenacity hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Herald of Tenacity is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Herald of Tenacity and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON025.png?w=400&fit=clip&auto=compress,format",3.0,,,4.0,3.0,2.0,,3069,en,,Monarch Unlimited,Rainbow foil,{},U-MON025-RF,025,mon,Monarch,2021-05-07,True,True,
herald-of-tenacity-blue,Herald of Tenacity,[],"['light', 'illusionist', 'action', 'attack']","**Dominate** *(The defending hero can't defend Herald of Tenacity with more than 1 card from their hand.)*

If Herald of Tenacity hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Herald of Tenacity is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Herald of Tenacity and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON025.png?w=400&fit=clip&auto=compress,format",3.0,,,4.0,3.0,2.0,,13795,en,,Dusk Till Dawn,Regular,{},DTD025,025,dtd,Dusk till Dawn,2023-07-14,True,,
herald-of-tenacity-blue,Herald of Tenacity,[],"['light', 'illusionist', 'action', 'attack']","**Dominate** *(The defending hero can't defend Herald of Tenacity with more than 1 card from their hand.)*

If Herald of Tenacity hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Herald of Tenacity is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Herald of Tenacity and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON025.png?w=400&fit=clip&auto=compress,format",3.0,,,4.0,3.0,2.0,,14281,en,,Promo,Extended Art Rainbow Foil,{},LGS175,175,lgs,Local Game Store Promos,,,,browseable => false
wartune-herald-red,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON026.png?w=400&fit=clip&auto=compress,format",1.0,,,7.0,3.0,1.0,,2311,en,,Monarch,Regular,{},MON026,026,mon,Monarch,2021-05-07,True,True,
wartune-herald-red,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON026.png?w=400&fit=clip&auto=compress,format",1.0,,,7.0,3.0,1.0,,2312,en,,Monarch,Rainbow foil,{},MON026-RF,026,mon,Monarch,2021-05-07,True,True,
wartune-herald-red,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON026.png?w=400&fit=clip&auto=compress,format",1.0,,,7.0,3.0,1.0,,2868,en,,Monarch Blitz Deck - Prism,Regular,{},PSM013,013,psm,Prism Hero Deck,2021-05-07,False,,
wartune-herald-red,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON026.png?w=400&fit=clip&auto=compress,format",1.0,,,7.0,3.0,1.0,,3070,en,,Monarch Unlimited,Regular,{},U-MON026,026,mon,Monarch,2021-05-07,True,True,
wartune-herald-red,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON026.png?w=400&fit=clip&auto=compress,format",1.0,,,7.0,3.0,1.0,,3071,en,,Monarch Unlimited,Rainbow foil,{},U-MON026-RF,026,mon,Monarch,2021-05-07,True,True,
wartune-herald-red,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON026.png?w=400&fit=clip&auto=compress,format",1.0,,,7.0,3.0,1.0,,11509,en,,Promo,Extended Art Rainbow Foil,{},FAB035,035,fab,Flesh & Blood Promos,,,,browseable => false
wartune-herald-red,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON026.png?w=400&fit=clip&auto=compress,format",1.0,,,7.0,3.0,1.0,,13799,en,,Dusk Till Dawn,Regular,{},DTD029,029,dtd,Dusk till Dawn,2023-07-14,True,,
wartune-herald-yellow,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON027.png?w=400&fit=clip&auto=compress,format",2.0,,,6.0,3.0,1.0,,2313,en,,Monarch,Regular,{},MON027,027,mon,Monarch,2021-05-07,True,True,
wartune-herald-yellow,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON027.png?w=400&fit=clip&auto=compress,format",2.0,,,6.0,3.0,1.0,,2314,en,,Monarch,Rainbow foil,{},MON027-RF,027,mon,Monarch,2021-05-07,True,True,
wartune-herald-yellow,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON027.png?w=400&fit=clip&auto=compress,format",2.0,,,6.0,3.0,1.0,,3072,en,,Monarch Unlimited,Regular,{},U-MON027,027,mon,Monarch,2021-05-07,True,True,
wartune-herald-yellow,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON027.png?w=400&fit=clip&auto=compress,format",2.0,,,6.0,3.0,1.0,,3073,en,,Monarch Unlimited,Rainbow foil,{},U-MON027-RF,027,mon,Monarch,2021-05-07,True,True,
wartune-herald-yellow,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON027.png?w=400&fit=clip&auto=compress,format",2.0,,,6.0,3.0,1.0,,11510,en,,Promo,Extended Art Rainbow Foil,{},FAB036,036,fab,Flesh & Blood Promos,,,,browseable => false
wartune-herald-yellow,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON027.png?w=400&fit=clip&auto=compress,format",2.0,,,6.0,3.0,1.0,,13800,en,,Dusk Till Dawn,Regular,{},DTD030,030,dtd,Dusk till Dawn,2023-07-14,True,,
wartune-herald-blue,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON028.png?w=400&fit=clip&auto=compress,format",3.0,,,5.0,3.0,1.0,,2315,en,,Monarch,Regular,{},MON028,028,mon,Monarch,2021-05-07,True,True,
wartune-herald-blue,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON028.png?w=400&fit=clip&auto=compress,format",3.0,,,5.0,3.0,1.0,,2316,en,,Monarch,Rainbow foil,{},MON028-RF,028,mon,Monarch,2021-05-07,True,True,
wartune-herald-blue,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON028.png?w=400&fit=clip&auto=compress,format",3.0,,,5.0,3.0,1.0,,2875,en,,Monarch Blitz Deck - Prism,Regular,{},PSM020,020,psm,Prism Hero Deck,2021-05-07,False,,
wartune-herald-blue,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON028.png?w=400&fit=clip&auto=compress,format",3.0,,,5.0,3.0,1.0,,3074,en,,Monarch Unlimited,Regular,{},U-MON028,028,mon,Monarch,2021-05-07,True,True,
wartune-herald-blue,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON028.png?w=400&fit=clip&auto=compress,format",3.0,,,5.0,3.0,1.0,,3075,en,,Monarch Unlimited,Rainbow foil,{},U-MON028-RF,028,mon,Monarch,2021-05-07,True,True,
wartune-herald-blue,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON028.png?w=400&fit=clip&auto=compress,format",3.0,,,5.0,3.0,1.0,,11511,en,,Promo,Extended Art Rainbow Foil,{},FAB037,037,fab,Flesh & Blood Promos,,,,browseable => false
wartune-herald-blue,Wartune Herald,[],"['light', 'illusionist', 'action', 'attack']","If Wartune Herald hits, put it into your hero's soul. *(Put this card face up under your hero card.)*

**Phantasm** *(If Wartune Herald is defended by a non-Illusionist attack action card with 6 or more [Power], destroy Wartune Herald and close the combat chain.)*",Common,"https://fabdb2.imgix.net/cards/printings/MON028.png?w=400&fit=clip&auto=compress,format",3.0,,,5.0,3.0,1.0,,13801,en,,Dusk Till Dawn,Regular,{},DTD031,031,dtd,Dusk till Dawn,2023-07-14,True,,
ser-boltyn-breaker-of-dawn,"Ser Boltyn, Breaker of Dawn",[],"['light', 'warrior', 'hero', '']","If you've **charged** this turn, attacks you control have +1 [Power] while defended by an attack action card.

**Attack Reaction** - Banish a card from Boltyn's soul: Target attack with [Power] greater than its base [Power] gains **go again**.",T,"https://fabdb2.imgix.net/cards/printings/MON029.png?w=400&fit=clip&auto=compress,format",,40.0,4.0,,,,,2317,en,,Monarch,Regular,{},MON029,029,mon,Monarch,2021-05-07,True,True,
ser-boltyn-breaker-of-dawn,"Ser Boltyn, Breaker of Dawn",[],"['light', 'warrior', 'hero', '']","If you've **charged** this turn, attacks you control have +1 [Power] while defended by an attack action card.

**Attack Reaction** - Banish a card from Boltyn's soul: Target attack with [Power] greater than its base [Power] gains **go again**.",T,"https://fabdb2.imgix.net/cards/printings/MON029.png?w=400&fit=clip&auto=compress,format",,40.0,4.0,,,,,3076,en,,Monarch Unlimited,Regular,{},U-MON029,029,mon,Monarch,2021-05-07,True,True,
ser-boltyn-breaker-of-dawn,"Ser Boltyn, Breaker of Dawn",[],"['light', 'warrior', 'hero', '']","If you've **charged** this turn, attacks you control have +1 [Power] while defended by an attack action card.

**Attack Reaction** - Banish a card from Boltyn's soul: Target attack with [Power] greater than its base [Power] gains **go again**.",T,"https://fabdb2.imgix.net/cards/printings/MON029.png?w=400&fit=clip&auto=compress,format",,40.0,4.0,,,,,3979,en,,Promo,Cold Foil,{},HER031-CF,031,her,Hero Promos,,,,browseable => false
ser-boltyn-breaker-of-dawn,"Ser Boltyn, Breaker of Dawn",[],"['light', 'warrior', 'hero', '']","If you've **charged** this turn, attacks you control have +1 [Power] while defended by an attack action card.

**Attack Reaction** - Banish a card from Boltyn's soul: Target attack with [Power] greater than its base [Power] gains **go again**.",T,"https://fabdb2.imgix.net/cards/printings/MON029.png?w=400&fit=clip&auto=compress,format",,40.0,4.0,,,,,3987,en,,Promo,Rainbow Foil,{},HER039-RF,039,her,Hero Promos,,,,browseable => false
ser-boltyn-breaker-of-dawn,"Ser Boltyn, Breaker of Dawn",[],"['light', 'warrior', 'hero', '']","If you've **charged** this turn, attacks you control have +1 [Power] while defended by an attack action card.

**Attack Reaction** - Banish a card from Boltyn's soul: Target attack with [Power] greater than its base [Power] gains **go again**.",T,"https://fabdb2.imgix.net/cards/printings/MON029.png?w=400&fit=clip&auto=compress,format",,40.0,4.0,,,,,13826,en,,Dusk Till Dawn,Regular,{},DTD044,044,dtd,Dusk till Dawn,2023-07-14,True,,
boltyn,Boltyn,[],"['light', 'warrior', 'hero', 'young']","If you've **charged** this turn, attacks you control have +1 [Power] while defended by an attack action card.

**Attack Reaction** - Banish a card from Boltyn's soul: Target attack with [Power] greater than its base [Power] gains **go again**.",T,"https://fabdb2.imgix.net/cards/printings/MON030.png?w=400&fit=clip&auto=compress,format",,20.0,4.0,,,,,2318,en,,Monarch,Regular,{},MON030,030,mon,Monarch,2021-05-07,True,True,
boltyn,Boltyn,[],"['light', 'warrior', 'hero', 'young']","If you've **charged** this turn, attacks you control have +1 [Power] while defended by an attack action card.

**Attack Reaction** - Banish a card from Boltyn's soul: Target attack with [Power] greater than its base [Power] gains **go again**.",T,"https://fabdb2.imgix.net/cards/printings/MON030.png?w=400&fit=clip&auto=compress,format",,20.0,4.0,,,,,2886,en,,Monarch Blitz Boltyn,Regular,{},BOL001,001,bol,Boltyn Hero Deck,2021-05-07,False,,
boltyn,Boltyn,[],"['light', 'warrior', 'hero', 'young']","If you've **charged** this turn, attacks you control have +1 [Power] while defended by an attack action card.

**Attack Reaction** - Banish a card from Boltyn's soul: Target attack with [Power] greater than its base [Power] gains **go again**.",T,"https://fabdb2.imgix.net/cards/printings/MON030.png?w=400&fit=clip&auto=compress,format",,20.0,4.0,,,,,3077,en,,Monarch Unlimited,Regular,{},U-MON030,030,mon,Monarch,2021-05-07,True,True,
boltyn,Boltyn,[],"['light', 'warrior', 'hero', 'young']","If you've **charged** this turn, attacks you control have +1 [Power] while defended by an attack action card.

**Attack Reaction** - Banish a card from Boltyn's soul: Target attack with [Power] greater than its base [Power] gains **go again**.",T,"https://fabdb2.imgix.net/cards/printings/MON030.png?w=400&fit=clip&auto=compress,format",,20.0,4.0,,,,,3983,en,,Promo,Cold Foil,{},HER035-CF,035,her,Hero Promos,,,,browseable => false
boltyn,Boltyn,[],"['light', 'warrior', 'hero', 'young']","If you've **charged** this turn, attacks you control have +1 [Power] while defended by an attack action card.

**Attack Reaction** - Banish a card from Boltyn's soul: Target attack with [Power] greater than its base [Power] gains **go again**.",T,"https://fabdb2.imgix.net/cards/printings/MON030.png?w=400&fit=clip&auto=compress,format",,20.0,4.0,,,,,13827,en,,Dusk Till Dawn,Regular,{},DTD045,045,dtd,Dusk till Dawn,2023-07-14,True,,
raydn-duskbane,"Raydn, Duskbane",[],"['light', 'warrior', 'weapon', 'sword', '2h']","**Once per Turn Action** - 0: **Attack**

If you've **charged** this turn, Raydn gains +3 [Power].",Majestic,"https://fabdb2.imgix.net/cards/printings/MON031.png?w=400&fit=clip&auto=compress,format",,,,0.0,,,,2319,en,,Monarch,Regular,{},MON031,031,mon,Monarch,2021-05-07,True,True,
raydn-duskbane,"Raydn, Duskbane",[],"['light', 'warrior', 'weapon', 'sword', '2h']","**Once per Turn Action** - 0: **Attack**

If you've **charged** this turn, Raydn gains +3 [Power].",Majestic,"https://fabdb2.imgix.net/cards/printings/MON031.png?w=400&fit=clip&auto=compress,format",,,,0.0,,,,2320,en,,Monarch,Cold foil,{},MON031-CF,031,mon,Monarch,2021-05-07,True,True,
raydn-duskbane,"Raydn, Duskbane",[],"['light', 'warrior', 'weapon', 'sword', '2h']","**Once per Turn Action** - 0: **Attack**

If you've **charged** this turn, Raydn gains +3 [Power].",Majestic,"https://fabdb2.imgix.net/cards/printings/MON031.png?w=400&fit=clip&auto=compress,format",,,,0.0,,,,3078,en,,Monarch Unlimited,Regular,{},U-MON031,031,mon,Monarch,2021-05-07,True,True,
raydn-duskbane,"Raydn, Duskbane",[],"['light', 'warrior', 'weapon', 'sword', '2h']","**Once per Turn Action** - 0: **Attack**

If you've **charged** this turn, Raydn gains +3 [Power].",Majestic,"https://fabdb2.imgix.net/cards/printings/MON031.png?w=400&fit=clip&auto=compress,format",,,,0.0,,,,3079,en,,Monarch Unlimited,Rainbow foil,{},U-MON031-RF,031,mon,Monarch,2021-05-07,True,True,
bolting-blade,Bolting Blade,[],"['light', 'warrior', 'action', 'attack']",Bolting Blade costs [2 Resource] less to play for each time you've **charged** this turn.,Majestic,"https://fabdb2.imgix.net/cards/printings/MON032.png?w=400&fit=clip&auto=compress,format",2.0,,,7.0,3.0,4.0,,2321,en,,Monarch,Regular,{},MON032,032,mon,Monarch,2021-05-07,True,True,
bolting-blade,Bolting Blade,[],"['light', 'warrior', 'action', 'attack']",Bolting Blade costs [2 Resource] less to play for each time you've **charged** this turn.,Majestic,"https://fabdb2.imgix.net/cards/printings/MON032.png?w=400&fit=clip&auto=compress,format",2.0,,,7.0,3.0,4.0,,2322,en,,Monarch,Rainbow foil,{},MON032-RF,032,mon,Monarch,2021-05-07,True,True,
bolting-blade,Bolting Blade,[],"['light', 'warrior', 'action', 'attack']",Bolting Blade costs [2 Resource] less to play for each time you've **charged** this turn.,Majestic,"https://fabdb2.imgix.net/cards/printings/MON032.png?w=400&fit=clip&auto=compress,format",2.0,,,7.0,3.0,4.0,,3080,en,,Monarch Unlimited,Regular,{},U-MON032,032,mon,Monarch,2021-05-07,True,True,
bolting-blade,Bolting Blade,[],"['light', 'warrior', 'action', 'attack']",Bolting Blade costs [2 Resource] less to play for each time you've **charged** this turn.,Majestic,"https://fabdb2.imgix.net/cards/printings/MON032.png?w=400&fit=clip&auto=compress,format",2.0,,,7.0,3.0,4.0,,3081,en,,Monarch Unlimited,Rainbow foil,{},U-MON032-RF,032,mon,Monarch,2021-05-07,True,True,
beacon-of-victory,Beacon of Victory,[],"['light', 'warrior', 'attack', 'reaction']","As an additional cost to play Beacon of Victory, banish X cards from your hero's soul. X can't be 0.

Target attack gains +X [Power].

If you've **charged** this turn, search your deck for an action card with cost X or less, reveal it, put it into your hand, then shuffle your deck.",Majestic,"https://fabdb2.imgix.net/cards/printings/MON033.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,2323,en,,Monarch,Regular,{},MON033,033,mon,Monarch,2021-05-07,True,True,
beacon-of-victory,Beacon of Victory,[],"['light', 'warrior', 'attack', 'reaction']","As an additional cost to play Beacon of Victory, banish X cards from your hero's soul. X can't be 0.

Target attack gains +X [Power].

If you've **charged** this turn, search your deck for an action card with cost X or less, reveal it, put it into your hand, then shuffle your deck.",Majestic,"https://fabdb2.imgix.net/cards/printings/MON033.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,2324,en,,Monarch,Rainbow foil,{},MON033-RF,033,mon,Monarch,2021-05-07,True,True,
beacon-of-victory,Beacon of Victory,[],"['light', 'warrior', 'attack', 'reaction']","As an additional cost to play Beacon of Victory, banish X cards from your hero's soul. X can't be 0.

Target attack gains +X [Power].

If you've **charged** this turn, search your deck for an action card with cost X or less, reveal it, put it into your hand, then shuffle your deck.",Majestic,"https://fabdb2.imgix.net/cards/printings/MON033.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,3082,en,,Monarch Unlimited,Regular,{},U-MON033,033,mon,Monarch,2021-05-07,True,True,
beacon-of-victory,Beacon of Victory,[],"['light', 'warrior', 'attack', 'reaction']","As an additional cost to play Beacon of Victory, banish X cards from your hero's soul. X can't be 0.

Target attack gains +X [Power].

If you've **charged** this turn, search your deck for an action card with cost X or less, reveal it, put it into your hand, then shuffle your deck.",Majestic,"https://fabdb2.imgix.net/cards/printings/MON033.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,3083,en,,Monarch Unlimited,Rainbow foil,{},U-MON033-RF,033,mon,Monarch,2021-05-07,True,True,
lumina-ascension,Lumina Ascension,[],"['light', 'warrior', 'action']","**Boltyn Specialization** *(You may only have Lumina Ascension in your deck if your hero is Boltyn.)*

Until end of turn, weapons you control gain +1 [Power] and ""If this hits, reveal the top card of your deck. If it's a Light card, put it into your hero's soul and gain 1[Life], otherwise put it on the bottom of your deck.""

If you've **charged** this turn, you may attack an additional time with each weapon you control.

**Go again**",Majestic,"https://fabdb2.imgix.net/cards/printings/MON034.png?w=400&fit=clip&auto=compress,format",2.0,,,,3.0,0.0,,2325,en,,Monarch,Regular,{},MON034,034,mon,Monarch,2021-05-07,True,True,
